id,number,displayName,addressLine1,addressLine2,city,state,country,postalCode,phoneNumber,email,website,taxRegistrationNumber,currencyId,currencyCode,irs1099Code,paymentTermsId,paymentMethodId,taxLiable,blocked,balance,lastModifiedDateTime,defaultDimensions,company_id,company_name
f5278518-c2fd-f011-8405-000d3aaa8b47,PR0047,INMAC WSTORE,125 AV DU BOIS DE LA PIE,,ROISSY EN FRANCE,,FR,95700,,compta-client@inmac-wstore.com,,FR39388055493,00000000-0000-0000-0000-000000000000,EUR,,b78d30a0-90c3-f011-bbd1-6045bdf486d0,95390b7f-991d-f111-8340-000d3abf4b29,False,_x0020_,5703.94,2026-04-20T16:33:03.45Z,"[{'@odata.etag': 'W/""JzIwOzE2MDYzMzYwNTU3NzAxMDQ3NzY3MTswMDsn""', 'id': '946e89c2-7b39-f111-bec2-7c1e524db16d', 'parentType': 'Vendor', 'parentId': 'f5278518-c2fd-f011-8405-000d3aaa8b47', 'dimensionId': '2d9cca52-daeb-f011-8542-00224888763f', 'dimensionCode': 'CTRY', 'dimensionValueId': '84677e76-dbeb-f011-8542-00224888763f', 'dimensionValueCode': 'FR', 'postingValidation': '_x0020_', 'lastModifiedDateTime': '2026-04-16T10:05:20.99Z'}]",e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
f8278518-c2fd-f011-8405-000d3aaa8b47,PR0048,Publicis Media GmbH,Toulouser Allee 3,, Düsseldorf,,DE,40211,,PublicisCollectionsDACH@publicisresources.com,,DE274822273,00000000-0000-0000-0000-000000000000,EUR,,b78d30a0-90c3-f011-bbd1-6045bdf486d0,95390b7f-991d-f111-8340-000d3abf4b29,False,_x0020_,0,2026-04-20T16:33:03.477Z,"[{'@odata.etag': 'W/""JzIwOzEwMzEzMTU2NTAyNzE3OTUzODIyMTswMDsn""', 'id': 'c41a70d4-7b39-f111-bec2-7c1e524db16d', 'parentType': 'Vendor', 'parentId': 'f8278518-c2fd-f011-8405-000d3aaa8b47', 'dimensionId': '2d9cca52-daeb-f011-8542-00224888763f', 'dimensionCode': 'CTRY', 'dimensionValueId': '79677e76-dbeb-f011-8542-00224888763f', 'dimensionValueCode': 'DE', 'postingValidation': '_x0020_', 'lastModifiedDateTime': '2026-04-16T10:05:46.69Z'}]",e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
fb278518-c2fd-f011-8405-000d3aaa8b47,PR0049,INTERNET ADVERTISING BUREAU (UK & IRELAND) LTD,67-68 LONG ACRE,,,,GB,WC2E 9JD,,,,GB735450047,00000000-0000-0000-0000-000000000000,EUR,,b78d30a0-90c3-f011-bbd1-6045bdf486d0,15cec438-be18-f111-8406-000d3abf8171,False,_x0020_,0,2026-04-20T16:33:03.51Z,"[{'@odata.etag': 'W/""JzE5OzU0NjAyNDY5MDEwNTQyNDczMjkxOzAwOyc=""', 'id': 'e0f160e0-7b39-f111-bec2-7c1e524db16d', 'parentType': 'Vendor', 'parentId': 'fb278518-c2fd-f011-8405-000d3aaa8b47', 'dimensionId': '2d9cca52-daeb-f011-8542-00224888763f', 'dimensionCode': 'CTRY', 'dimensionValueId': '88677e76-dbeb-f011-8542-00224888763f', 'dimensionValueCode': 'GB', 'postingValidation': '_x0020_', 'lastModifiedDateTime': '2026-04-16T10:06:07.78Z'}]",e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
79007366-48f8-f011-8405-7ced8d9703be,PR0051,SASU CB MEDIA,4 B RUE DE LA PYRAMIDE,,Boulogne Billancourt,,FR,92100,,,,FR65789756202,00000000-0000-0000-0000-000000000000,EUR,,e5bc46a0-a8f6-f011-8405-000d3aaa8b47,95390b7f-991d-f111-8340-000d3abf4b29,False,_x0020_,0,2026-04-20T16:33:03.543Z,"[{'@odata.etag': 'W/""JzIwOzEyMzI5ODU3NDg5MDk4OTU0NTY3MTswMDsn""', 'id': '474659e6-7b39-f111-bec2-7c1e524db16d', 'parentType': 'Vendor', 'parentId': '79007366-48f8-f011-8405-7ced8d9703be', 'dimensionId': '2d9cca52-daeb-f011-8542-00224888763f', 'dimensionCode': 'CTRY', 'dimensionValueId': '84677e76-dbeb-f011-8542-00224888763f', 'dimensionValueCode': 'FR', 'postingValidation': '_x0020_', 'lastModifiedDateTime': '2026-04-16T10:06:24.07Z'}]",e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
043a1f28-f100-f111-8405-6045bd96b7ce,PR0052,Rakuten Marketing LLC,"800 Concar Drive, Suite 175",,San Mateo,,US,CA-94402,,os-a.gonzalezmantill@rakuten.com; jonathan.andersen@rakuten.com,,052871679,00000000-0000-0000-0000-000000000000,EUR,,e5bc46a0-a8f6-f011-8405-000d3aaa8b47,77eacb8d-991d-f111-8340-000d3abf4b29,False,_x0020_,1468148.28,2026-04-20T16:33:03.567Z,"[{'@odata.etag': 'W/""JzE5Ozk3ODIxMzU2ODQ5MjgzNTIyMDgxOzAwOyc=""', 'id': '1b9f4cf2-7b39-f111-bec2-7c1e524db16d', 'parentType': 'Vendor', 'parentId': '043a1f28-f100-f111-8405-6045bd96b7ce', 'dimensionId': '2d9cca52-daeb-f011-8542-00224888763f', 'dimensionCode': 'CTRY', 'dimensionValueId': 'f3677e76-dbeb-f011-8542-00224888763f', 'dimensionValueCode': 'US', 'postingValidation': '_x0020_', 'lastModifiedDateTime': '2026-04-16T10:06:43.343Z'}]",e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
b8a8581e-f300-f111-8405-6045bd96b7ce,PR0053,Rakuten Marketing Europe Ltd,"71, Queen Victoria Street",,,,GB,,,,,GB882755285,00000000-0000-0000-0000-000000000000,EUR,,e5bc46a0-a8f6-f011-8405-000d3aaa8b47,77eacb8d-991d-f111-8340-000d3abf4b29,False,_x0020_,2605731.79,2026-04-20T16:33:03.597Z,"[{'@odata.etag': 'W/""JzE5OzkwNjI5NTgyOTQyMzE2OTYzMTkxOzAwOyc=""', 'id': 'cacb3dfe-7b39-f111-bec2-7c1e524db16d', 'parentType': 'Vendor', 'parentId': 'b8a8581e-f300-f111-8405-6045bd96b7ce', 'dimensionId': '2d9cca52-daeb-f011-8542-00224888763f', 'dimensionCode': 'CTRY', 'dimensionValueId': '88677e76-dbeb-f011-8542-00224888763f', 'dimensionValueCode': 'GB', 'postingValidation': '_x0020_', 'lastModifiedDateTime': '2026-04-16T10:07:01.593Z'}]",e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
917e8b96-f300-f111-8405-6045bd96b7ce,PR0054,"Rakuten USA, Inc","800 Concar Dr., San Mateo",,,,US,CA 94402,,,,6503831328,00000000-0000-0000-0000-000000000000,EUR,,e5bc46a0-a8f6-f011-8405-000d3aaa8b47,77eacb8d-991d-f111-8340-000d3abf4b29,False,_x0020_,-2988.37,2026-04-20T16:33:03.627Z,"[{'@odata.etag': 'W/""JzIwOzEyNzMyMTA1OTE1OTU3NTM5ODMyMTswMDsn""', 'id': '05012910-7c39-f111-bec2-7c1e524db16d', 'parentType': 'Vendor', 'parentId': '917e8b96-f300-f111-8405-6045bd96b7ce', 'dimensionId': '2d9cca52-daeb-f011-8542-00224888763f', 'dimensionCode': 'CTRY', 'dimensionValueId': 'f3677e76-dbeb-f011-8542-00224888763f', 'dimensionValueCode': 'US', 'postingValidation': '_x0020_', 'lastModifiedDateTime': '2026-04-16T10:07:26.063Z'}]",e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
a8ea1d6e-fa00-f111-8405-6045bd96b7ce,PR0055,Viber Media Sarl,"2 rue du Fosse, Luxembourg L-1536 ",,,,LU,,,,,LU26854532,00000000-0000-0000-0000-000000000000,EUR,,e5bc46a0-a8f6-f011-8405-000d3aaa8b47,95390b7f-991d-f111-8340-000d3abf4b29,False,_x0020_,-45550.37,2026-04-20T16:33:03.657Z,"[{'@odata.etag': 'W/""JzIwOzEwNjA0NTQ0OTg0NjU1NjAxOTMzMTswMDsn""', 'id': '67f1390d-8f39-f111-bec2-7ced8d0fcd61', 'parentType': 'Vendor', 'parentId': 'a8ea1d6e-fa00-f111-8405-6045bd96b7ce', 'dimensionId': '2d9cca52-daeb-f011-8542-00224888763f', 'dimensionCode': 'CTRY', 'dimensionValueId': 'ae677e76-dbeb-f011-8542-00224888763f', 'dimensionValueCode': 'LU', 'postingValidation': '_x0020_', 'lastModifiedDateTime': '2026-04-16T12:23:28.653Z'}]",e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
e778b4c9-fa00-f111-8405-6045bd96b7ce,PR0056,Rakuten Italy SRL,ANDREA DORIA 48/A,,Milan,,IT,20124,,,,IT14894081000,00000000-0000-0000-0000-000000000000,EUR,,e5bc46a0-a8f6-f011-8405-000d3aaa8b47,95390b7f-991d-f111-8340-000d3abf4b29,False,_x0020_,60841.28,2026-04-20T16:33:03.68Z,"[{'@odata.etag': 'W/""JzE5OzMwNjY1OTY4MDY1NzA0NDY4NzMxOzAwOyc=""', 'id': 'bc82b222-8f39-f111-bec2-7ced8d0fcd61', 'parentType': 'Vendor', 'parentId': 'e778b4c9-fa00-f111-8405-6045bd96b7ce', 'dimensionId': '2d9cca52-daeb-f011-8542-00224888763f', 'dimensionCode': 'CTRY', 'dimensionValueId': '9f677e76-dbeb-f011-8542-00224888763f', 'dimensionValueCode': 'IT', 'postingValidation': '_x0020_', 'lastModifiedDateTime': '2026-04-16T12:23:56.757Z'}]",e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
4bbf7a0a-fb00-f111-8405-6045bd96b7ce,PR0057,RAKUTEN MARKETING GERMANY GMBH,Pressehaus Podium Karl-Liebknecht-Strasse 29a Office 5.07,,Berlin,,DE,10178,,,,DE281134622,00000000-0000-0000-0000-000000000000,EUR,,e5bc46a0-a8f6-f011-8405-000d3aaa8b47,95390b7f-991d-f111-8340-000d3abf4b29,False,_x0020_,785077.09,2026-04-20T16:33:03.707Z,"[{'@odata.etag': 'W/""JzE5OzEzMzUxODU2NzYzOTc2MzQ1MTAxOzAwOyc=""', 'id': '54e2a42f-8f39-f111-bec2-7ced8d0fcd61', 'parentType': 'Vendor', 'parentId': '4bbf7a0a-fb00-f111-8405-6045bd96b7ce', 'dimensionId': '2d9cca52-daeb-f011-8542-00224888763f', 'dimensionCode': 'CTRY', 'dimensionValueId': '79677e76-dbeb-f011-8542-00224888763f', 'dimensionValueCode': 'DE', 'postingValidation': '_x0020_', 'lastModifiedDateTime': '2026-04-16T12:24:19.323Z'}]",e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
97ac823b-9b06-f111-8405-6045bd88771b,PR0058,"Rakuten Group, Inc","1-14-1 Tamagawa, Setegaya-ku",,Tokyo,,JP,158-0094,050 5817 3305  / (+81) 50 5817,,http://global.rakuten.com/,9010701020592,00000000-0000-0000-0000-000000000000,EUR,,e5bc46a0-a8f6-f011-8405-000d3aaa8b47,77eacb8d-991d-f111-8340-000d3abf4b29,False,_x0020_,128359.28,2026-04-20T16:33:03.737Z,"[{'@odata.etag': 'W/""JzE5OzM3NzQ2NzMyNjE0MzIwMTQ1MzkxOzAwOyc=""', 'id': '31121b3c-8f39-f111-bec2-7ced8d0fcd61', 'parentType': 'Vendor', 'parentId': '97ac823b-9b06-f111-8405-6045bd88771b', 'dimensionId': '2d9cca52-daeb-f011-8542-00224888763f', 'dimensionCode': 'CTRY', 'dimensionValueId': 'a2677e76-dbeb-f011-8542-00224888763f', 'dimensionValueCode': 'JP', 'postingValidation': '_x0020_', 'lastModifiedDateTime': '2026-04-16T12:24:41.807Z'}]",e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
