id,number,displayName,category,subCategory,blocked,accountType,directPosting,lastModifiedDateTime,company_id,company_name
75db28a6-90c3-f011-bbd1-6045bdf486d0,153,Invest. Liability,Equity,Recursos propios,False,Posting,False,2025-11-17T08:37:43.277Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
76db28a6-90c3-f011-bbd1-6045bdf486d0,1533,"Invest. Liability, (G)",Equity,Recursos propios,False,Posting,False,2025-11-17T08:37:43.28Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
77db28a6-90c3-f011-bbd1-6045bdf486d0,1534,"Invest. Liability, (A)",Equity,Recursos propios,False,Posting,False,2025-11-17T08:37:43.28Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
78db28a6-90c3-f011-bbd1-6045bdf486d0,1535,"Invest. Liability, (Oth.)",Equity,Recursos propios,False,Posting,False,2025-11-17T08:37:43.28Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
79db28a6-90c3-f011-bbd1-6045bdf486d0,1536,Other Invest. Liability,Equity,Recursos propios,False,Posting,False,2025-11-17T08:37:43.28Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
7adb28a6-90c3-f011-bbd1-6045bdf486d0,154,Pend. Nonmonetary Inv. Liab.,Equity,Recursos propios,False,Posting,False,2025-11-17T08:37:43.28Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
7bdb28a6-90c3-f011-bbd1-6045bdf486d0,1543,"Pend Nonmonetary Inv Liab,(G)",Equity,Recursos propios,False,Posting,False,2025-11-17T08:37:43.283Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
7cdb28a6-90c3-f011-bbd1-6045bdf486d0,1544,"Pend Nonmonetary Inv Liab,(A)",Equity,Recursos propios,False,Posting,False,2025-11-17T08:37:43.283Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
7ddb28a6-90c3-f011-bbd1-6045bdf486d0,1545,"Pend Nonmon. Inv Liab, (Oth.)",Equity,Recursos propios,False,Posting,False,2025-11-17T08:37:43.283Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
7edb28a6-90c3-f011-bbd1-6045bdf486d0,1546,Other Pend. Nonmon. Inv.,Equity,Recursos propios,False,Posting,False,2025-11-17T08:37:43.283Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
7fdb28a6-90c3-f011-bbd1-6045bdf486d0,16,Vinc. Companies LT Debts,Equity,Recursos propios,False,Posting,False,2025-11-17T08:37:43.287Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
80db28a6-90c3-f011-bbd1-6045bdf486d0,160,Debts LT with vinc. Fin. Inst.,Equity,Recursos propios,False,Posting,False,2025-11-17T08:37:43.287Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
81db28a6-90c3-f011-bbd1-6045bdf486d0,1603,"Debts LT to Fin. Inst., (G)",Equity,Recursos propios,False,Posting,False,2025-11-17T08:37:43.287Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
82db28a6-90c3-f011-bbd1-6045bdf486d0,1604,"Debts LT to Fin. Inst., (A)",Equity,Recursos propios,False,Posting,False,2025-11-17T08:37:43.287Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
83db28a6-90c3-f011-bbd1-6045bdf486d0,1605,Debts LT to oth vinc Cred Inst,Equity,Recursos propios,False,Posting,False,2025-11-17T08:37:43.29Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
84db28a6-90c3-f011-bbd1-6045bdf486d0,161,"LT Fixed Asset Vendors, vinc.",Equity,Recursos propios,False,Posting,False,2025-11-17T08:37:43.29Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
85db28a6-90c3-f011-bbd1-6045bdf486d0,1613,LT Fixed Asset Vendors (G),Equity,Recursos propios,False,Posting,False,2025-11-17T08:37:43.29Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
86db28a6-90c3-f011-bbd1-6045bdf486d0,1614,LT Fixed Asset Vendors (A),Equity,Recursos propios,False,Posting,False,2025-11-17T08:37:43.293Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
87db28a6-90c3-f011-bbd1-6045bdf486d0,1615,LT Fixed Asset Vendors (Oth.),Equity,Recursos propios,False,Posting,False,2025-11-17T08:37:43.293Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
88db28a6-90c3-f011-bbd1-6045bdf486d0,162,"Fin. LT Lease Creditors, vinc.",Equity,Recursos propios,False,Posting,False,2025-11-17T08:37:43.293Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
89db28a6-90c3-f011-bbd1-6045bdf486d0,1623,"Fin. LT Lease Creditors, (G)",Equity,Recursos propios,False,Posting,False,2025-11-17T08:37:43.297Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
8adb28a6-90c3-f011-bbd1-6045bdf486d0,1624,"Fin. LT Lease Creditors, (A)",Equity,Recursos propios,False,Posting,False,2025-11-17T08:37:43.297Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
8bdb28a6-90c3-f011-bbd1-6045bdf486d0,1625,"Fin. LT Lease Creditors,(Oth.)",Equity,Recursos propios,False,Posting,False,2025-11-17T08:37:43.297Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
8cdb28a6-90c3-f011-bbd1-6045bdf486d0,163,Other LT debts to vinc. Comp.,Equity,Recursos propios,False,Posting,False,2025-11-17T08:37:43.297Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
8ddb28a6-90c3-f011-bbd1-6045bdf486d0,1633,"Other LT debts, (G)",Equity,Recursos propios,False,Posting,False,2025-11-17T08:37:43.3Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
8edb28a6-90c3-f011-bbd1-6045bdf486d0,1634,"Other LT debts, (A)",Equity,Recursos propios,False,Posting,False,2025-11-17T08:37:43.3Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
8fdb28a6-90c3-f011-bbd1-6045bdf486d0,1635,"Other LT debts, (Oth.)",Equity,Recursos propios,False,Posting,False,2025-11-17T08:37:43.3Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
90db28a6-90c3-f011-bbd1-6045bdf486d0,17,Loans and Similar Borrowings,Equity,Recursos propios,False,Posting,False,2025-11-17T08:37:43.3Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
91db28a6-90c3-f011-bbd1-6045bdf486d0,170,L T Loans from Fin. Inst.,Equity,Recursos propios,False,Posting,False,2025-11-17T08:37:43.303Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
93db28a6-90c3-f011-bbd1-6045bdf486d0,171,"Long-Term Debts, Heading",Equity,Recursos propios,False,Posting,False,2025-11-17T08:37:43.307Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
94db28a6-90c3-f011-bbd1-6045bdf486d0,172,Convertible in Grants,Equity,Recursos propios,False,Posting,False,2025-11-17T08:37:43.307Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
95db28a6-90c3-f011-bbd1-6045bdf486d0,173,LT Fixed Asset Vendors,Equity,Recursos propios,False,Posting,False,2025-11-17T08:37:43.307Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
96db28a6-90c3-f011-bbd1-6045bdf486d0,174,Fin. LT Lease Creditors,Equity,Recursos propios,False,Posting,False,2025-11-17T08:37:43.307Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
97db28a6-90c3-f011-bbd1-6045bdf486d0,175,Trade Cred.-Bill Exch. Pay.,Equity,Recursos propios,False,Posting,False,2025-11-17T08:37:43.307Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
98db28a6-90c3-f011-bbd1-6045bdf486d0,176,LT Deriv. Fin. Liab.,Equity,Recursos propios,False,Posting,False,2025-11-17T08:37:43.307Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
99db28a6-90c3-f011-bbd1-6045bdf486d0,1765,"LT Deriv. Fin. Liab.,Portfolio",Equity,Recursos propios,False,Posting,False,2025-11-17T08:37:43.31Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
9adb28a6-90c3-f011-bbd1-6045bdf486d0,1768,"LT Deriv. Fin. Liab,Cover Inst",Equity,Recursos propios,False,Posting,False,2025-11-17T08:37:43.31Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
9bdb28a6-90c3-f011-bbd1-6045bdf486d0,177,Oblig. and Debent Loans,Equity,Recursos propios,False,Posting,False,2025-11-17T08:37:43.31Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
9cdb28a6-90c3-f011-bbd1-6045bdf486d0,178,Oblig. and Conv. Debent Loans,Equity,Recursos propios,False,Posting,False,2025-11-17T08:37:43.31Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
9ddb28a6-90c3-f011-bbd1-6045bdf486d0,179,Debts Oth Marketable Secur.,Equity,Recursos propios,False,Posting,False,2025-11-17T08:37:43.313Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
9edb28a6-90c3-f011-bbd1-6045bdf486d0,18,LT Guarantees & Dep. Rec.,Equity,Recursos propios,False,Posting,False,2025-11-17T08:37:43.313Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
9fdb28a6-90c3-f011-bbd1-6045bdf486d0,180,LT Guarantees Received,Equity,Recursos propios,False,Posting,False,2025-11-17T08:37:43.317Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
a0db28a6-90c3-f011-bbd1-6045bdf486d0,181,LT Sales and Services Advances,Equity,Recursos propios,False,Posting,False,2025-11-17T08:37:43.317Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
a1db28a6-90c3-f011-bbd1-6045bdf486d0,185,LT Deposits Received,Equity,Recursos propios,False,Posting,False,2025-11-17T08:37:43.317Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
a2db28a6-90c3-f011-bbd1-6045bdf486d0,189,LT Financial Guarantees,Equity,Recursos propios,False,Posting,False,2025-11-17T08:37:43.317Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
a3db28a6-90c3-f011-bbd1-6045bdf486d0,19,Transitional Situations,Equity,Recursos propios,False,Posting,False,2025-11-17T08:37:43.317Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
a4db28a6-90c3-f011-bbd1-6045bdf486d0,190,Issued Shares or Part. Stock,Equity,Recursos propios,False,Posting,False,2025-11-17T08:37:43.317Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
a6db28a6-90c3-f011-bbd1-6045bdf486d0,192,Shares Subscriptors,Equity,Recursos propios,False,Posting,False,2025-11-17T08:37:43.32Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
a7db28a6-90c3-f011-bbd1-6045bdf486d0,194,"Eq. Capital, C. in Creation",Equity,Recursos propios,False,Posting,False,2025-11-17T08:37:43.32Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
a8db28a6-90c3-f011-bbd1-6045bdf486d0,195,"Issued Shares or Part,Fin Liab",Equity,Recursos propios,False,Posting,False,2025-11-17T08:37:43.32Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
