id,dimensionCode,dimensionValueCode,dimensionValueName,dimensionValueId,dimensionValueType,blocked,indentation,consolidationCode,globalDimensionNumber,lastModifiedDateTime,company_id,company_name
63677e76-dbeb-f011-8542-00224888763f,CTRY,BO,Bolivia (Plurinational State of),13,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
65677e76-dbeb-f011-8542-00224888763f,CTRY,BR,Brazil,14,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
67677e76-dbeb-f011-8542-00224888763f,CTRY,BS,Bahamas (the),15,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
68677e76-dbeb-f011-8542-00224888763f,CTRY,CA,Canada,16,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
69677e76-dbeb-f011-8542-00224888763f,CTRY,CG,Congo (the),17,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
6a677e76-dbeb-f011-8542-00224888763f,CTRY,CH,Switzerland,18,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
6b677e76-dbeb-f011-8542-00224888763f,CTRY,CL,Chile,19,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
6c677e76-dbeb-f011-8542-00224888763f,CTRY,CM,Cameroon,20,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
6e677e76-dbeb-f011-8542-00224888763f,CTRY,CN,China,21,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
6f677e76-dbeb-f011-8542-00224888763f,CTRY,CO,Colombia,22,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
70677e76-dbeb-f011-8542-00224888763f,CTRY,CV,Cabo Verde,23,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
72677e76-dbeb-f011-8542-00224888763f,CTRY,CW,Curaçao,24,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
74677e76-dbeb-f011-8542-00224888763f,CTRY,CY,Cyprus,25,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
77677e76-dbeb-f011-8542-00224888763f,CTRY,CZ,Czechia,26,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
79677e76-dbeb-f011-8542-00224888763f,CTRY,DE,Germany,27,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
7a677e76-dbeb-f011-8542-00224888763f,CTRY,DK,Denmark,28,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
7c677e76-dbeb-f011-8542-00224888763f,CTRY,DO,Dominican Republic (the),29,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
7e677e76-dbeb-f011-8542-00224888763f,CTRY,EC,Ecuador,30,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
80677e76-dbeb-f011-8542-00224888763f,CTRY,EE,Estonia,31,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
81677e76-dbeb-f011-8542-00224888763f,CTRY,ES,Spain,32,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
83677e76-dbeb-f011-8542-00224888763f,CTRY,FI,Finland,33,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
84677e76-dbeb-f011-8542-00224888763f,CTRY,FR,France,34,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
86677e76-dbeb-f011-8542-00224888763f,CTRY,GA,Gabon,35,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
88677e76-dbeb-f011-8542-00224888763f,CTRY,GB,United Kingdom of Great Britain and Northern Irela,36,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
89677e76-dbeb-f011-8542-00224888763f,CTRY,GE,Georgia,37,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
8b677e76-dbeb-f011-8542-00224888763f,CTRY,GR,Greece,38,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
8c677e76-dbeb-f011-8542-00224888763f,CTRY,GT,Guatemala,39,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
8e677e76-dbeb-f011-8542-00224888763f,CTRY,GY,Guyana,40,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
8f677e76-dbeb-f011-8542-00224888763f,CTRY,HK,Hong Kong,41,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
91677e76-dbeb-f011-8542-00224888763f,CTRY,HR,Croatia,42,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
92677e76-dbeb-f011-8542-00224888763f,CTRY,HU,Hungary,43,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
94677e76-dbeb-f011-8542-00224888763f,CTRY,ID,INDONESIA,44,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
96677e76-dbeb-f011-8542-00224888763f,CTRY,IE,Ireland,45,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
97677e76-dbeb-f011-8542-00224888763f,CTRY,IL,Israel,46,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
99677e76-dbeb-f011-8542-00224888763f,CTRY,IN,India,47,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
9b677e76-dbeb-f011-8542-00224888763f,CTRY,IQ,Iraq,48,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
9c677e76-dbeb-f011-8542-00224888763f,CTRY,IR,Iran (Islamic Republic of),49,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
9e677e76-dbeb-f011-8542-00224888763f,CTRY,IS,Iceland,50,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
9f677e76-dbeb-f011-8542-00224888763f,CTRY,IT,Italy,51,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
a1677e76-dbeb-f011-8542-00224888763f,CTRY,JM,Jamaica,52,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
a2677e76-dbeb-f011-8542-00224888763f,CTRY,JP,Japan,53,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
a3677e76-dbeb-f011-8542-00224888763f,CTRY,KE,Kenya,54,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
a5677e76-dbeb-f011-8542-00224888763f,CTRY,KP,Korea (the Democratic People's Republic of),55,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
a6677e76-dbeb-f011-8542-00224888763f,CTRY,KR,Korea (the Republic of),56,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
a8677e76-dbeb-f011-8542-00224888763f,CTRY,KW,KUWAIT,57,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
a9677e76-dbeb-f011-8542-00224888763f,CTRY,KZ,Kazakhstan,58,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
aa677e76-dbeb-f011-8542-00224888763f,CTRY,LI,LIECHTENSTEIN,59,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
ac677e76-dbeb-f011-8542-00224888763f,CTRY,LT,Lithuania,60,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
ae677e76-dbeb-f011-8542-00224888763f,CTRY,LU,Luxembourg,61,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
af677e76-dbeb-f011-8542-00224888763f,CTRY,LV,Latvia,62,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
b1677e76-dbeb-f011-8542-00224888763f,CTRY,MA,Morocco,63,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
b2677e76-dbeb-f011-8542-00224888763f,CTRY,MD,Moldova (the Republic of),64,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
b4677e76-dbeb-f011-8542-00224888763f,CTRY,ME,Montenegro,65,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
b6677e76-dbeb-f011-8542-00224888763f,CTRY,MG,Madagascar,66,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
b7677e76-dbeb-f011-8542-00224888763f,CTRY,MK,North Macedonia,67,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
b9677e76-dbeb-f011-8542-00224888763f,CTRY,MT,Malta,68,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
bc677e76-dbeb-f011-8542-00224888763f,CTRY,MV,Maldives,70,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
be677e76-dbeb-f011-8542-00224888763f,CTRY,MX,Mexico,71,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
c0677e76-dbeb-f011-8542-00224888763f,CTRY,MY,Malaysia,72,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
c2677e76-dbeb-f011-8542-00224888763f,CTRY,NG,Nigeria,73,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
c3677e76-dbeb-f011-8542-00224888763f,CTRY,NL,Netherlands (Kingdom of the),74,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
c5677e76-dbeb-f011-8542-00224888763f,CTRY,NO,Norway,75,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
c7677e76-dbeb-f011-8542-00224888763f,CTRY,NP,Nepal,76,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
c8677e76-dbeb-f011-8542-00224888763f,CTRY,NZ,New Zealand,77,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
ca677e76-dbeb-f011-8542-00224888763f,CTRY,PA,Panama,78,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
cb677e76-dbeb-f011-8542-00224888763f,CTRY,PE,Peru,79,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
cd677e76-dbeb-f011-8542-00224888763f,CTRY,PH,Philippines (the),80,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
cf677e76-dbeb-f011-8542-00224888763f,CTRY,PK,Pakistan,81,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
d1677e76-dbeb-f011-8542-00224888763f,CTRY,PL,Poland,82,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
d2677e76-dbeb-f011-8542-00224888763f,CTRY,PR,Puerto Rico,83,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
d4677e76-dbeb-f011-8542-00224888763f,CTRY,PT,Portugal,84,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
d6677e76-dbeb-f011-8542-00224888763f,CTRY,PY,Paraguay,85,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
d7677e76-dbeb-f011-8542-00224888763f,CTRY,QA,Qatar,86,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
d8677e76-dbeb-f011-8542-00224888763f,CTRY,RO,Romania,87,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
d9677e76-dbeb-f011-8542-00224888763f,CTRY,RS,Serbia,88,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
db677e76-dbeb-f011-8542-00224888763f,CTRY,RU,Russian Federation (the),89,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
de677e76-dbeb-f011-8542-00224888763f,CTRY,SA,Saudi Arabia,90,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
e0677e76-dbeb-f011-8542-00224888763f,CTRY,SE,Sweden,91,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
e1677e76-dbeb-f011-8542-00224888763f,CTRY,SG,Singapore,92,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
e3677e76-dbeb-f011-8542-00224888763f,CTRY,SI,Slovenia,93,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
e4677e76-dbeb-f011-8542-00224888763f,CTRY,SK,Slovakia,94,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
e6677e76-dbeb-f011-8542-00224888763f,CTRY,SM,San Marino,95,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
e7677e76-dbeb-f011-8542-00224888763f,CTRY,SN,Senegal,96,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
e8677e76-dbeb-f011-8542-00224888763f,CTRY,SV,El Salvador,97,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
e9677e76-dbeb-f011-8542-00224888763f,CTRY,TC,Turks and Caicos Islands (the),98,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
eb677e76-dbeb-f011-8542-00224888763f,CTRY,TH,Thailand,99,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
ec677e76-dbeb-f011-8542-00224888763f,CTRY,TN,Tunisia,100,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
ed677e76-dbeb-f011-8542-00224888763f,CTRY,TR,Türkiye,101,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
ef677e76-dbeb-f011-8542-00224888763f,CTRY,TW,Taiwan (Province of China),102,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
f0677e76-dbeb-f011-8542-00224888763f,CTRY,UA,Ukraine,103,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
f1677e76-dbeb-f011-8542-00224888763f,CTRY,UK,United Kingdom of Great Britain and Northern Irela,104,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
f3677e76-dbeb-f011-8542-00224888763f,CTRY,US,United States of America (the),105,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
f4677e76-dbeb-f011-8542-00224888763f,CTRY,UY,Uruguay,106,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
f6677e76-dbeb-f011-8542-00224888763f,CTRY,UZ,Uzbekistan,107,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
f8677e76-dbeb-f011-8542-00224888763f,CTRY,VE,Venezuela (Bolivarian Republic of),108,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
fa677e76-dbeb-f011-8542-00224888763f,CTRY,VG,Virgin Islands (British),109,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
fd677e76-dbeb-f011-8542-00224888763f,CTRY,VN,Viet Nam,110,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
01687e76-dbeb-f011-8542-00224888763f,CTRY,YT,Mayotte,111,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
03687e76-dbeb-f011-8542-00224888763f,CTRY,ZA,South Africa,112,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
06687e76-dbeb-f011-8542-00224888763f,CTRY,ZW,Zimbabwe,113,Standard,False,0,,1,2026-02-16T07:48:10.623Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
de4fa391-9b1d-f111-8340-000d3abf4b29,DPT,1003,AVOD,127,Standard,False,0,,2,2026-03-11T22:42:25.387Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
1ac272a6-0e0b-f111-8405-7ced8d933429,DPT,302,Agency Rebate,125,Standard,False,0,,2,2026-02-16T08:08:18.637Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
e65c2d21-5207-f111-8405-6045bd88771b,DPT,400,Tech & Ops,119,Total,False,0,,2,2026-02-16T07:48:10.65Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
5d2d3a89-5b00-f111-8405-7ced8d8e2718,DPT,401,Tech & Ops (sub),116,Standard,False,0,,2,2026-02-16T07:48:10.65Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
0950e234-5207-f111-8405-6045bd88771b,DPT,500,Marketing,120,Total,False,0,,2,2026-02-16T07:48:10.65Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
2d713380-5b00-f111-8405-7ced8d8e2718,DPT,501,Marketing (sub),115,Standard,False,0,,2,2026-02-16T07:48:10.65Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
92d1c771-5207-f111-8405-6045bd88771b,DPT,502,Partner share,123,Standard,False,0,,2,2026-02-16T07:48:10.65Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
5dccab97-5207-f111-8405-6045bd88771b,DPT,600,PR & ESG,124,Standard,False,0,,2,2026-02-16T07:48:10.65Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
676dd7bc-5107-f111-8405-6045bd88771b,DPT,700,HR,118,Standard,False,0,,2,2026-02-16T07:48:10.65Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
50e7fe42-5207-f111-8405-6045bd88771b,DPT,800,Legal & Compliance,121,Total,False,0,,2,2026-02-16T07:48:10.65Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
6cab419b-5107-f111-8405-6045bd88771b,DPT,801,Legal & Compliance (sub),117,Standard,False,0,,2,2026-02-16T07:48:10.65Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
0874b25e-5207-f111-8405-6045bd88771b,DPT,900,Finance,122,Total,False,0,,2,2026-03-11T22:53:17.43Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
6883db79-5b00-f111-8405-7ced8d8e2718,DPT,901,G&A,114,Standard,False,0,,2,2026-02-16T07:48:10.65Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
ac036d80-b718-f111-8405-7c1e521216e0,DPT,904,Bank Commission,126,Standard,False,0,,2,2026-03-05T17:19:48.23Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
9d1b1212-9d1d-f111-8340-000d3abf4b29,DPT,906,Taxes,128,Standard,False,0,,2,2026-03-11T22:53:14.177Z,e4333074-90c3-f011-bbd1-6045bdf486d0,MEDIA FRANCE 2
bcf5e789-c0aa-f011-9051-005056875753,C.C PO,MKT PO,Marketing PO,208,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
6bfae789-c0aa-f011-9051-005056875753,C.C PO,STAFF PO,STAFF PO,210,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
6ffae789-c0aa-f011-9051-005056875753,C.C PO,TECH & OPER PO,Technology & Operations PO,207,Standard,False,0,,0,0001-01-01T00:00:00Z,dbb39774-1dab-f011-bbd0-000d3a21300f,WUAKI.TV
